kind	rin	publication_id	ordinal	citation_ordinal	changes	authority_text
CHANGED	0560-AH70	200710	0	1	usc_section_end: None -> '1524'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200710	0	2	usc_section_end: None -> '2009dd-7'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200710	0	3	usc_section_end: None -> '7333'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200804	0	1	usc_section_end: None -> '1524'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200804	0	2	usc_section_end: None -> '2009dd-7'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200804	0	3	usc_section_end: None -> '7333'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200810	0	1	usc_section_end: None -> '1524'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200810	0	2	usc_section_end: None -> '2009dd-7'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200810	0	3	usc_section_end: None -> '7333'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200904	0	1	usc_section_end: None -> '1524'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200904	0	2	usc_section_end: None -> '2009dd-7'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH70	200904	0	3	usc_section_end: None -> '7333'; usc_section_span_rule: None -> 'stated'	7 USC 1321 to 1359kk, 1501 to 1524, 1921 to 2009dd-7, 7201 to 7333
CHANGED	0560-AH75	200710	0	1	usc_section_end: None -> '7956'; usc_section_span_rule: None -> 'stated'	7 USC 7911 to 7918, 7951 to 7956
CHANGED	0560-AH75	200804	0	1	usc_section_end: None -> '7956'; usc_section_span_rule: None -> 'stated'	7 USC 7911 to 7918, 7951 to 7956
CHANGED	0560-AH75	200810	0	1	usc_section_end: None -> '7956'; usc_section_span_rule: None -> 'stated'	7 USC 7911 to 7918, 7951 to 7956
CHANGED	0560-AH75	200904	0	1	usc_section_end: None -> '7956'; usc_section_span_rule: None -> 'stated'	7 USC 7911 to 7918, 7951 to 7956
CHANGED	0578-AA65	201810	0	1	usc_section_end: None -> '3812'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 to 3812 and 3812A
CHANGED	0578-AA65	201904	0	1	usc_section_end: None -> '3812'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 to 3812 and 3812A
CHANGED	0578-AA65	201910	0	1	usc_section_end: None -> '3812'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 to 3812 and 3812A
CHANGED	0578-AA65	202004	0	1	usc_section_end: None -> '3812'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 to 3812 and 3812A
CHANGED	0578-AA65	202010	0	1	usc_section_end: None -> '3812'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 to 3812 and 3812A
CHANGED	0578-AA73	202404	0	6	usc_section_end: None -> '3824'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 and 12, 3812a, 3813 and 3814, and 3821 to 3824
CHANGED	0578-AA73	202410	0	6	usc_section_end: None -> '3824'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 and 12, 3812a, 3813 and 3814, and 3821 to 3824
CHANGED	0578-AA73	202504	0	6	usc_section_end: None -> '3824'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 and 12, 3812a, 3813 and 3814, and 3821 to 3824
CHANGED	0578-AA73	202510	0	6	usc_section_end: None -> '3824'; usc_section_span_rule: None -> 'stated'	16 U.S.C. 3801, 3811 and 12, 3812a, 3813 and 3814, and 3821 to 3824
CHANGED	0579-AB10	200110	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB10	200204	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB13	200010	0	3	usc_section_end: None -> '117'; usc_section_span_rule: None -> 'stated'	21 USC 111 to 113, 114a, 114a-1, 115 to 117, 120 to 126, 134b, and 134f
CHANGED	0579-AB13	200010	0	4	usc_section_end: None -> '126'; usc_section_span_rule: None -> 'stated'	21 USC 111 to 113, 114a, 114a-1, 115 to 117, 120 to 126, 134b, and 134f
CHANGED	0579-AB13	200110	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '114a-1'; usc_section_span_rule: None -> 'stated'	21 USC 114a to 114a-1
CHANGED	0579-AB13	200204	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '114a-1'; usc_section_span_rule: None -> 'stated'	21 USC 114a to 114a-1
CHANGED	0579-AB28	200110	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '114a-1'; usc_section_span_rule: None -> 'stated'	21 USC 114a to 114a-1
CHANGED	0579-AB28	200204	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '114a-1'; usc_section_span_rule: None -> 'stated'	21 USC 114a to 114a-1
CHANGED	0579-AB29	200110	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB29	200204	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB35	200110	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB35	200204	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB36	200204	0	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 111 to 114a-1
CHANGED	0579-AB42	200204	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: '114a' -> '114a-1'	21 USC 114 to 114a-1
CHANGED	0579-AE88	202504	0	1	usc_section_end: None -> '8317'; usc_section_span_rule: None -> 'stated'	7 U.S.C. 1622 and 8301 to 8317
CHANGED	0579-AE88	202510	0	1	usc_section_end: None -> '8317'; usc_section_span_rule: None -> 'stated'	7 U.S.C. 1622 and 8301 to 8317
CHANGED	0583-AC44	199804	0	1	usc_section_end: None -> '1906'; usc_section_span_rule: None -> 'stated'	7 USC 450, 1901 to 1906
CHANGED	0583-AC96	200310	1	1	usc_section_end: None -> '1906'; usc_section_span_rule: None -> 'stated'	7 USC 450, 1901 to 1906
CHANGED	0651-AD00	201510	0	3	usc_section_end: None -> '326'; usc_section_span_rule: None -> 'stated'	35 U.S.C. 135, 311, 312 316, 321 to 326
CHANGED	0690-AA30	200010	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200104	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200110	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200204	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200210	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200304	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0690-AA30	200310	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0702-AA45	200504	0	3	usc_section_end: None -> '5108'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200504	0	4	usc_section_end: None -> '5113'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200504	0	6	usc_section_end: None -> '5334'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200504	0	7	usc_section_end: None -> '5342'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200504	0	8	usc_section_end: None -> '5509'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200504	1	2	usc_section_end: None -> '2321'; usc_section_span_rule: None -> 'stated'	10 USC 130, 1102, 2320 to 2321, 2328
CHANGED	0702-AA45	200510	0	3	usc_section_end: None -> '5108'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200510	0	4	usc_section_end: None -> '5113'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200510	0	6	usc_section_end: None -> '5334'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200510	0	7	usc_section_end: None -> '5342'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200510	0	8	usc_section_end: None -> '5509'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200510	1	2	usc_section_end: None -> '2321'; usc_section_span_rule: None -> 'stated'	10 USC 130, 1102, 2320 to 2321, 2328
CHANGED	0702-AA45	200604	0	3	usc_section_end: None -> '5108'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200604	0	4	usc_section_end: None -> '5113'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200604	0	6	usc_section_end: None -> '5334'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200604	0	7	usc_section_end: None -> '5342'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200604	0	8	usc_section_end: None -> '5509'; usc_section_span_rule: None -> 'stated'	5 USC 551, 552, 552a, 5101 to 5108, 5110 to 5113, 5115, 5332 to 5334, 5341 to 5342, 5504 to 5509, 7154
CHANGED	0702-AA45	200604	1	2	usc_section_end: None -> '2321'; usc_section_span_rule: None -> 'stated'	10 USC 130, 1102, 2320 to 2321, 2328
CHANGED	0702-AA54	200610	3	1	usc_section_end: None -> '2402'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AA54	200610	3	2	usc_section_end: None -> '2412'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AA54	200610	3	3	usc_section_end: None -> '2680'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AA54	200704	3	1	usc_section_end: None -> '2402'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AA54	200704	3	2	usc_section_end: None -> '2412'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AA54	200704	3	3	usc_section_end: None -> '2680'; usc_section_span_rule: None -> 'stated'	28 USC 1291, 2401 to 2402, 2411 to 2412, 2671 to 2680
CHANGED	0702-AB09	202010	2	1	usc_section_end: None -> '4355'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 3012, 4331 to 4355
CHANGED	0702-AB09	202104	2	1	usc_section_end: None -> '4355'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 3012, 4331 to 4355
CHANGED	0702-AB09	202110	2	1	usc_section_end: None -> '4355'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 3012, 4331 to 4355
CHANGED	0790-AG83	200010	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200104	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200110	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200204	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200210	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200304	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AG83	200310	1	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AI54	201304	6	1	usc_section_end: None -> '462'; usc_section_span_rule: None -> 'stated'	22 USC 408, 461 to 462
CHANGED	0790-AI54	201304	9	2	usc_section_end: None -> '5207'; usc_section_span_rule: None -> 'stated'	42 USC 97, 1989, and 5121 to 5207
CHANGED	0790-AI81	201210	0	1	usc_section_end: None -> '1800'; usc_section_span_rule: None -> 'stated'	10 USC 1783, 1791 through 1800, 2809, and 2812
CHANGED	0790-AI81	201410	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 USC 1800
CHANGED	0790-AI81	201410	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1792
CHANGED	0790-AI81	201410	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1793
CHANGED	0790-AI81	201410	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1794
CHANGED	0790-AI81	201410	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1795
CHANGED	0790-AI81	201410	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1796
CHANGED	0790-AI81	201410	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1797
CHANGED	0790-AI81	201410	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1798
CHANGED	0790-AI81	201410	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 USC 1799
CHANGED	0790-AI81	201504	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 U.S.C. 1800
CHANGED	0790-AI81	201504	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1792
CHANGED	0790-AI81	201504	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1793
CHANGED	0790-AI81	201504	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1794
CHANGED	0790-AI81	201504	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1795
CHANGED	0790-AI81	201504	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1796
CHANGED	0790-AI81	201504	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1797
CHANGED	0790-AI81	201504	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1798
CHANGED	0790-AI81	201504	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1799
CHANGED	0790-AI81	201510	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 U.S.C. 1800
CHANGED	0790-AI81	201510	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1792
CHANGED	0790-AI81	201510	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1793
CHANGED	0790-AI81	201510	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1794
CHANGED	0790-AI81	201510	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1795
CHANGED	0790-AI81	201510	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1796
CHANGED	0790-AI81	201510	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1797
CHANGED	0790-AI81	201510	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1798
CHANGED	0790-AI81	201510	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1799
CHANGED	0790-AI81	201604	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 U.S.C. 1800
CHANGED	0790-AI81	201604	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1792
CHANGED	0790-AI81	201604	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1793
CHANGED	0790-AI81	201604	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1794
CHANGED	0790-AI81	201604	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1795
CHANGED	0790-AI81	201604	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1796
CHANGED	0790-AI81	201604	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1797
CHANGED	0790-AI81	201604	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1798
CHANGED	0790-AI81	201604	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1799
CHANGED	0790-AI81	201610	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 U.S.C. 1800
CHANGED	0790-AI81	201610	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1792
CHANGED	0790-AI81	201610	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1793
CHANGED	0790-AI81	201610	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1794
CHANGED	0790-AI81	201610	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1795
CHANGED	0790-AI81	201610	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1796
CHANGED	0790-AI81	201610	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1797
CHANGED	0790-AI81	201610	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1798
CHANGED	0790-AI81	201610	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1799
CHANGED	0790-AI81	201704	10	0	authority_in_own_cfr_note: 'absent' -> 'present'	10 U.S.C. 1800
CHANGED	0790-AI81	201704	2	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1792
CHANGED	0790-AI81	201704	3	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1793
CHANGED	0790-AI81	201704	4	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1794
CHANGED	0790-AI81	201704	5	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1795
CHANGED	0790-AI81	201704	6	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1796
CHANGED	0790-AI81	201704	7	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1797
CHANGED	0790-AI81	201704	8	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1798
CHANGED	0790-AI81	201704	9	0	authority_in_own_cfr_note: 'near-miss' -> 'present'	10 U.S.C. 1799
CHANGED	0790-AJ04	201404	2	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000d-7'; usc_section_span_rule: None -> 'stated'	42 USC 2000d to 2000d-7
CHANGED	0790-AJ09	201604	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000e-17'; usc_section_span_rule: None -> 'stated'	42 U.S.C. 2000e to 2000e-17
CHANGED	0790-AJ09	201610	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000e-17'; usc_section_span_rule: None -> 'stated'	42 U.S.C. 2000e to 2000e-17
CHANGED	0790-AJ09	201704	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '2000e-17'; usc_section_span_rule: None -> 'stated'	42 U.S.C. 2000e to 2000e-17
CHANGED	0790-AJ37	201904	2	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
CHANGED	0790-AJ37	201910	2	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
CHANGED	0790-AJ37	202004	2	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
CHANGED	0790-AJ37	202010	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
CHANGED	0790-AJ37	202104	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
CHANGED	0790-AJ37	202110	4	0	parse_status: 'partial' -> 'ok'; usc_section_end: None -> '1074c'; usc_section_span_rule: None -> 'stated'	10 U.S.C. 1074(a) to 1074c
